# {"t_start": 1596456284.82971, "env_id": "Reacher-v2"} 
r,l,t
-38.499239,50,69.063789
-31.911504,50,69.126274
-36.422207,50,69.18876
-31.476471,50,69.251245
-30.10142,50,69.31373
-33.307642,50,69.376215
-22.748787,50,69.591078
-43.571499,50,69.65893
-39.604015,50,69.730707
-38.033475,50,69.80155
-34.612301,50,69.859496
-35.415544,50,69.968844
-27.32508,50,70.046949
-28.556617,50,70.109436
-35.595354,50,70.171921
-32.993251,50,70.234407
-30.764986,50,70.312511
-41.756612,50,70.374966
-30.697082,50,70.437451
-33.75476,50,70.510174
-32.57477,50,70.58002
-26.636681,50,70.645844
-43.357762,50,70.700533
-38.850689,50,70.763014
-32.836338,50,70.8255
-27.06142,50,70.903608
-35.837958,50,70.966094
-28.28607,50,71.028579
-31.558056,50,71.091065
-44.39746,50,71.153551
-40.781655,50,71.216035
-40.922663,50,71.278488
-31.222073,50,71.341002
-29.743795,50,71.40349
-33.851557,50,71.481944
-36.950705,50,71.546807
-31.452444,50,71.612634
-30.745196,50,71.677454
-40.949382,50,71.735355
-29.109537,50,71.797843
-32.584601,50,71.86036
-45.645892,50,71.922846
-32.115974,50,72.000952
-30.783094,50,72.063439
