# {"t_start": 1596459736.7439277, "env_id": "InvertedDoublePendulum-v2"} 
r,l,t
26.88772,3,9.202104
91.724011,10,9.217062
63.910479,7,9.227037
63.350401,7,9.238007
91.133924,10,9.251975
73.192808,8,9.263938
54.128208,6,9.272914
91.446733,10,9.286879
36.118637,4,9.293829
35.999341,4,9.299808
54.081159,6,9.308785
35.294398,4,9.314802
26.756352,3,9.319757
36.089026,4,9.325773
100.457576,11,9.340734
53.946731,6,9.349709
54.637604,6,9.358653
44.797515,5,9.367628
54.061388,6,9.375609
54.311979,6,9.384617
62.096552,7,9.395589
110.81882,12,9.412543
63.934769,7,9.422516
54.175747,6,9.43149
53.971558,6,9.440466
63.622216,7,9.450439
62.412688,7,9.46141
62.980716,7,9.47135
55.010951,6,9.480326
72.865791,8,9.492295
54.388783,6,9.501304
72.69214,8,9.513273
63.911903,7,9.523247
54.376596,6,9.532222
35.572967,4,9.538208
72.976365,8,9.550143
54.612685,6,9.559116
35.93662,4,9.566098
35.500057,4,9.572114
45.558848,5,9.580061
35.933376,4,9.586077
72.973853,8,9.598047
36.020383,4,9.604029
44.913845,5,9.612008
72.98117,8,9.622979
63.464119,7,9.633949
45.085855,5,9.64093
63.961662,7,9.651868
110.253232,12,9.668856
35.863757,4,9.674847
63.810691,7,9.685812
54.216003,6,9.694786
72.765856,8,9.705724
53.99395,6,9.714737
45.085066,5,9.722679
45.480143,5,9.73069
44.804516,5,9.737672
36.010149,4,9.743624
82.071073,9,9.756621
36.288841,4,9.76357
73.172789,8,9.774574
44.841848,5,9.782551
73.423395,8,9.79349
54.131847,6,9.802505
54.427275,6,9.812439
63.931205,7,9.822445
35.337307,4,9.82843
45.464936,5,9.836408
54.108015,6,9.844389
45.30753,5,9.852365
89.737016,10,9.86633
36.080283,4,9.872312
36.053226,4,9.879294
82.021481,9,9.891229
92.231023,10,9.906233
36.015439,4,9.913202
72.693406,8,9.924173
45.625779,5,9.932153
36.025293,4,9.938138
72.744591,8,9.950073
36.057312,4,9.956089
35.62463,4,9.96208
44.407784,5,9.969053
45.440469,5,9.977997
72.763514,8,9.990149
54.823274,6,9.999123
35.515692,4,10.005108
54.428951,6,10.014085
72.888016,8,10.025056
81.982556,9,10.038021
45.059543,5,10.046
82.344279,9,10.058964
35.621047,4,10.064949
45.54475,5,10.072928
54.235649,6,10.081903
45.243993,5,10.088885
44.825252,5,10.096829
54.377735,6,10.104843
119.61605,13,10.123789
82.410564,9,10.136723
35.797993,4,10.142707
54.160533,6,10.151716
54.350085,6,10.161657
63.339354,7,10.171666
45.466551,5,10.179645
44.956644,5,10.186622
72.636775,8,10.198591
45.152908,5,10.205574
54.072095,6,10.215544
35.852064,4,10.221535
64.161832,7,10.231503
54.420888,6,10.23948
63.403403,7,10.250419
45.446716,5,10.257432
45.574142,5,10.265411
44.665865,5,10.273389
45.119923,5,10.281336
92.196705,10,10.295332
91.588768,10,10.309301
45.204734,5,10.317275
54.707476,6,10.326215
63.735647,7,10.336224
54.238857,6,10.3452
44.60759,5,10.352181
91.66099,10,10.367141
35.857116,4,10.373126
54.083451,6,10.3821
36.161735,4,10.388084
63.777022,7,10.398057
45.406281,5,10.511756
81.480599,9,10.523688
45.267577,5,10.531699
82.708545,9,10.544665
62.930133,7,10.554606
45.102209,5,10.563581
36.265193,4,10.570563
91.8346,10,10.585555
63.463517,7,10.595496
54.428865,6,10.604472
35.875913,4,10.611454
72.760506,8,10.622424
45.039254,5,10.6314
91.487159,10,10.646394
71.244965,8,10.65733
36.091941,4,10.663314
73.189349,8,10.674285
72.901559,8,10.686253
54.216339,6,10.696227
63.541824,7,10.705203
45.355906,5,10.714179
35.910318,4,10.720163
54.579779,6,10.729139
45.307626,5,10.73612
54.818991,6,10.745098
63.608558,7,10.755069
63.79604,7,10.765043
35.965343,4,10.771027
35.618763,4,10.777011
92.330595,10,10.790973
101.209978,11,10.80693
82.765864,9,10.819897
35.73468,4,10.82588
91.642465,10,10.84084
118.755388,13,10.858792
45.190637,5,10.866771
44.776468,5,10.874749
64.047555,7,10.884722
63.358482,7,10.894701
45.432221,5,10.902679
82.479468,9,10.915644
100.376612,11,10.930605
45.280908,5,10.938584
82.501705,9,10.951548
54.399841,6,10.959527
35.768521,4,10.966508
45.46533,5,10.974488
45.278835,5,10.982466
64.086488,7,10.992439
54.617507,6,11.001415
45.518407,5,11.008396
91.002776,10,11.023356
100.417723,11,11.038316
100.726361,11,11.054274
63.758452,7,11.065245
44.994807,5,11.072226
35.863711,4,11.078211
35.712298,4,11.084194
82.203578,9,11.09716
82.250982,9,11.110126
147.214278,16,11.133063
